job_title,country,experience_level,education_level,year,salary,ai_risk_score,primary_skill,skill_demand_score,job_openings,job_survival_class,salary_bucket,ai_risk_category,salary_log,ai_risk_category_clean,job_demand_category,experience_level_num,salary_per_opening,risk_adjusted_salary,job_sector
Product Manager,Canada,Entry,PhD,2034,35441.79,0.49,Strategy,67,10013,1,High,Medium Risk,10.475646911344214,Medium Risk,Medium Demand,1,3.539224086279209,18075.3129,Business & Analytics
Data Scientist,Australia,Senior,PhD,2020,43821.92,0.3,Python,92,8838,2,High,Medium Risk,10.687889427798893,Medium Risk,Low Demand,3,4.957791605385224,30675.343999999997,Data & AI
Business Analyst,USA,Senior,Bachelor,2028,48288.84,0.78,Excel,96,47097,1,High,High Risk,10.784955757042516,High Risk,High Demand,3,1.0252843008195676,10623.544799999998,Business & Analytics
Cloud Engineer,India,Entry,Master,2017,8060.84,0.27,AWS,99,24510,1,Low,Low Risk,8.9947730484326,Low Risk,Medium Demand,1,0.32886622332830157,5884.4132,Cloud & DevOps
Business Analyst,Australia,Entry,PhD,2028,19196.16,0.78,Excel,79,39418,0,Medium,High Risk,9.862465538013206,High Risk,High Demand,1,0.48697734594992265,4223.155199999999,Business & Analytics
Cybersecurity Analyst,Canada,Mid,Bachelor,2027,27344.0,0.27,Security,85,21553,1,High,Low Risk,10.216252405355371,Low Risk,Medium Demand,2,1.2686276329219635,19961.12,Cybersecurity
Product Manager,Germany,Entry,Bachelor,2021,21751.91,0.36,Strategy,93,2692,1,High,Medium Risk,9.987456848753176,Medium Risk,Low Demand,1,8.077203861864092,13921.2224,Business & Analytics
Product Manager,Canada,Senior,PhD,2022,55162.53,0.37,Strategy,89,1125,2,High,Medium Risk,10.918039197425378,Medium Risk,Low Demand,3,48.9898134991119,34752.3939,Business & Analytics
Data Scientist,Australia,Entry,Master,2024,22194.55,0.34,Python,72,17375,1,High,Medium Risk,10.007602042225923,Medium Risk,Medium Demand,1,1.2773106583793739,14648.402999999998,Data & AI
Product Manager,Australia,Entry,Bachelor,2024,26633.19,0.39,Strategy,90,28641,1,High,Medium Risk,10.189913461344617,Medium Risk,Medium Demand,1,0.9298648837371691,16246.245899999998,Business & Analytics
Cloud Engineer,Canada,Senior,Master,2029,56508.56,0.39,AWS,80,6995,2,High,Medium Risk,10.942147410083674,Medium Risk,Low Demand,3,8.07726700971984,34470.2216,Cloud & DevOps
Data Analyst,UK,Senior,Bachelor,2017,24650.45,0.57,SQL,60,19882,0,High,Medium Risk,10.112550434882298,Medium Risk,Medium Demand,3,1.239775184831263,10599.693500000001,Data & AI
Product Manager,Germany,Senior,Master,2021,55585.22,0.36,Strategy,97,6024,2,High,Medium Risk,10.925672617562194,Medium Risk,Low Demand,3,9.22576265560166,35574.5408,Business & Analytics
Data Analyst,Germany,Mid,PhD,2031,20146.82,0.71,SQL,67,2241,0,High,High Risk,9.910801738543343,High Risk,Low Demand,2,8.986092774308652,5842.577800000001,Data & AI
ML Engineer,Germany,Entry,PhD,2031,33556.74,0.31,Python,79,12830,1,High,Medium Risk,10.420993016411073,Medium Risk,Medium Demand,1,2.6152864157119473,23154.150599999997,Data & AI
Cybersecurity Analyst,Australia,Entry,Bachelor,2019,16708.71,0.19,Security,78,27551,1,Medium,Low Risk,9.723685419327554,Low Risk,Medium Demand,1,0.6064427264808362,13534.0551,Cybersecurity
Data Scientist,UK,Senior,PhD,2018,50237.24,0.28,Python,83,22513,2,High,Low Risk,10.824511863327293,Low Risk,Medium Demand,3,2.231377809363063,36170.8128,Data & AI
AI Researcher,UK,Senior,Bachelor,2027,69063.22,0.17,Deep Learning,93,1163,2,High,Low Risk,11.142777595979233,Low Risk,Low Demand,3,59.33266323024055,57322.4726,Data & AI
AI Researcher,Australia,Mid,PhD,2022,39806.65,0.12,Deep Learning,95,48759,2,High,Low Risk,10.59178926274245,Low Risk,High Demand,2,0.8163792042657917,35029.852,Data & AI
Data Scientist,Germany,Senior,PhD,2033,53466.06,0.43,Python,66,30870,2,High,Medium Risk,10.886802339048652,Medium Risk,High Demand,3,1.7319186291341389,30475.6542,Data & AI
Data Analyst,USA,Mid,PhD,2023,24850.99,0.63,SQL,78,27871,1,High,High Risk,10.120652869765427,High Risk,Medium Demand,2,0.891611294489093,9194.8663,Data & AI
Product Manager,Australia,Senior,Bachelor,2035,73448.82,0.5,Strategy,64,27379,2,High,Medium Risk,11.204344116122396,Medium Risk,Medium Demand,3,2.6825719503287075,36724.41,Business & Analytics
DevOps Engineer,USA,Mid,Bachelor,2021,42876.8,0.26,Docker,78,7590,2,High,Low Risk,10.666086166094289,Low Risk,Low Demand,2,5.6483730733763675,31728.832000000002,Cloud & DevOps
Business Analyst,USA,Entry,Master,2016,18820.2,0.66,Excel,95,4817,1,Medium,High Risk,9.842686040075465,High Risk,Low Demand,1,3.9062266500622664,6398.8679999999995,Business & Analytics
Product Manager,India,Mid,PhD,2024,13365.46,0.39,Strategy,91,43750,1,Medium,Medium Risk,9.500429046237365,Medium Risk,High Demand,2,0.3054892459600923,8152.9306,Business & Analytics
Data Analyst,UK,Entry,Bachelor,2015,12394.1,0.55,SQL,91,18341,1,Medium,Medium Risk,9.424975831909707,Medium Risk,Medium Demand,1,0.6757223857812671,5577.344999999999,Data & AI
DevOps Engineer,Australia,Senior,Bachelor,2031,68453.49,0.36,Docker,96,16852,2,High,Medium Risk,11.133909815538104,Medium Risk,Medium Demand,3,4.061798492849938,43810.23360000001,Cloud & DevOps
Data Scientist,UK,Entry,Master,2019,23461.79,0.29,Python,70,39330,1,High,Low Risk,10.063128419382014,Low Risk,High Demand,1,0.5965215733136712,16657.870899999998,Data & AI
DevOps Engineer,India,Senior,Master,2032,22852.98,0.37,Docker,68,7192,1,High,Medium Risk,10.036836803573879,Medium Risk,Low Demand,3,3.177113860697901,14397.3774,Cloud & DevOps
ML Engineer,Australia,Mid,Master,2031,49495.05,0.31,Python,99,7406,2,High,Medium Risk,10.809627943556448,Medium Risk,Low Demand,2,6.682199270959903,34151.5845,Data & AI
Cloud Engineer,USA,Senior,Bachelor,2029,77194.14,0.39,AWS,83,6295,2,High,Medium Risk,11.254078826396054,Medium Risk,Low Demand,3,12.260822744599746,47088.4254,Cloud & DevOps
ML Engineer,Canada,Senior,PhD,2033,76922.74,0.33,Python,70,10136,2,High,Medium Risk,11.250556820493145,Medium Risk,Medium Demand,3,7.588314096872843,51538.235799999995,Data & AI
Cloud Engineer,Canada,Entry,PhD,2035,30673.24,0.45,AWS,62,37053,1,High,Medium Risk,10.331145892219942,Medium Risk,High Demand,1,0.8277983483564528,16870.282000000003,Cloud & DevOps
Business Analyst,Australia,Mid,Bachelor,2017,21137.95,0.67,Excel,79,20999,0,High,High Risk,9.958825282158225,High Risk,Medium Demand,2,1.0065690476190476,6975.523499999999,Business & Analytics
AI Researcher,Canada,Entry,Master,2033,36952.06,0.23,Deep Learning,66,15227,1,High,Low Risk,10.517376675837202,Low Risk,Medium Demand,1,2.426586551090097,28453.086199999998,Data & AI
Data Scientist,Australia,Senior,Master,2018,44180.98,0.28,Python,94,19539,2,High,Low Risk,10.696049658710889,Low Risk,Medium Demand,3,2.2610532241555785,31810.3056,Data & AI
ML Engineer,UK,Mid,Master,2019,40843.61,0.19,Python,72,1051,2,High,Low Risk,10.617505662103742,Low Risk,Low Demand,2,38.82472433460076,33083.324100000005,Data & AI
Data Analyst,Canada,Entry,PhD,2019,12899.14,0.59,SQL,63,29491,0,Medium,Medium Risk,9.464915921460776,Medium Risk,Medium Demand,1,0.4373775939237759,5288.6474,Data & AI
Data Analyst,India,Senior,Bachelor,2029,12278.14,0.69,SQL,76,48361,0,Medium,High Risk,9.415575724430985,High Risk,High Demand,3,0.2538799057110955,3806.2234000000003,Data & AI
Data Analyst,Australia,Entry,Master,2021,14155.02,0.61,SQL,70,6620,0,Medium,High Risk,9.557824610473295,High Risk,Low Demand,1,2.137897598550068,5520.4578,Data & AI
Cybersecurity Analyst,Germany,Mid,Bachelor,2025,27251.96,0.25,Security,99,23555,2,High,Low Risk,10.2128807241103,Low Risk,Medium Demand,2,1.1569010018678894,20438.97,Cybersecurity
Product Manager,UK,Senior,PhD,2020,57545.3,0.35,Strategy,71,9691,2,High,Medium Risk,10.960327742700324,Medium Risk,Low Demand,3,5.93740198101527,37404.445,Business & Analytics
Cybersecurity Analyst,Germany,Senior,PhD,2030,47234.32,0.3,Security,80,10327,2,High,Medium Risk,10.762876025995027,Medium Risk,Medium Demand,3,4.573423702556158,33064.024,Cybersecurity
Data Analyst,USA,Entry,Bachelor,2024,19543.11,0.64,SQL,85,29900,1,Medium,High Risk,9.880378073628062,High Risk,Medium Demand,1,0.6535938597371326,7035.5196,Data & AI
ML Engineer,Germany,Entry,PhD,2026,30551.19,0.26,Python,69,28782,1,High,Low Risk,10.327158916377936,Low Risk,Medium Demand,1,1.0614317479067505,22607.8806,Data & AI
Software Engineer,UK,Senior,Bachelor,2033,63463.78,0.53,Java,74,21812,2,High,Medium Risk,11.058224628443623,Medium Risk,Medium Demand,3,2.9094475771329025,29827.976599999998,Software Engineering
Data Scientist,India,Entry,Master,2026,9296.73,0.36,Python,85,28860,1,Low,Medium Risk,9.137418004407811,Medium Risk,Medium Demand,1,0.32212085513322475,5949.9072,Data & AI
Software Engineer,USA,Entry,PhD,2023,25609.78,0.43,Java,87,14372,1,High,Medium Risk,10.150729588762296,Medium Risk,Medium Demand,1,1.7817978153482223,14597.574600000002,Software Engineering
Product Manager,UK,Mid,PhD,2016,30115.65,0.31,Strategy,71,3263,1,High,Medium Risk,10.312800249173167,Medium Risk,Low Demand,2,9.226608455882353,20779.7985,Business & Analytics
Software Engineer,Canada,Mid,PhD,2029,30491.86,0.49,Java,61,16029,1,High,Medium Risk,10.325215041729397,Medium Risk,Medium Demand,2,1.902174672489083,15550.848600000001,Software Engineering
Data Analyst,India,Mid,Bachelor,2027,8086.71,0.67,SQL,98,31066,1,Low,High Risk,8.997977252430578,High Risk,High Demand,2,0.26029903112627545,2668.6142999999997,Data & AI
Cloud Engineer,India,Senior,Master,2016,17431.66,0.26,AWS,78,47622,1,Medium,Low Risk,9.766043372074446,Low Risk,High Demand,3,0.3660344791382315,12899.428399999999,Cloud & DevOps
Cloud Engineer,Germany,Entry,PhD,2028,25988.47,0.38,AWS,84,18091,1,High,Medium Risk,10.16540825710701,Medium Risk,Medium Demand,1,1.4364619721423835,16112.851400000001,Cloud & DevOps
Cybersecurity Analyst,Canada,Entry,PhD,2032,22530.71,0.32,Security,72,48487,1,High,Medium Risk,10.022634546467254,Medium Risk,High Demand,1,0.4646656904801188,15320.882799999998,Cybersecurity
Business Analyst,Germany,Mid,PhD,2015,18658.99,0.65,Excel,96,14785,1,Medium,High Risk,9.834083346462704,High Risk,Medium Demand,2,1.2619362910861627,6530.6465,Business & Analytics
Software Engineer,UK,Senior,Master,2031,55906.22,0.51,Java,98,37114,2,High,Medium Risk,10.931430923078352,Medium Risk,High Demand,3,1.5062971844267816,27394.0478,Software Engineering
DevOps Engineer,India,Entry,Master,2033,12352.42,0.38,Docker,91,25752,1,Medium,Medium Risk,9.421607274277155,Medium Risk,Medium Demand,1,0.47964974954374245,7658.5004,Cloud & DevOps
Business Analyst,UK,Entry,PhD,2026,17041.31,0.76,Excel,65,39938,0,Medium,High Risk,9.743395675362622,High Risk,High Demand,1,0.4266834422494304,4089.9144,Business & Analytics
Cybersecurity Analyst,Australia,Mid,Master,2019,28126.84,0.19,Security,90,3315,2,High,Low Risk,10.244479559589003,Low Risk,Low Demand,2,8.482159227985525,22782.740400000002,Cybersecurity
Software Engineer,India,Entry,Master,2016,6322.33,0.36,Java,61,13420,0,Low,Medium Risk,8.751843090084567,Medium Risk,Medium Demand,1,0.47107741598986663,4046.2912,Software Engineering
AI Researcher,UK,Mid,PhD,2034,52739.87,0.24,Deep Learning,77,47972,2,High,Low Risk,10.87312699498198,Low Risk,High Demand,2,1.099365684864403,40082.3012,Data & AI
DevOps Engineer,UK,Mid,PhD,2017,34279.73,0.22,Docker,67,49225,2,High,Low Risk,10.44230949636798,Low Risk,High Demand,2,0.69637447690245,26738.189400000003,Cloud & DevOps
ML Engineer,Germany,Senior,Master,2033,63222.98,0.33,Python,89,6244,2,High,Medium Risk,11.054423121640664,Medium Risk,Low Demand,3,10.123775820656526,42359.3966,Data & AI
Business Analyst,Australia,Entry,Bachelor,2016,14970.56,0.66,Excel,75,25054,0,Medium,High Risk,9.61384088486364,High Risk,Medium Demand,1,0.597507882658152,5089.9904,Business & Analytics
Cybersecurity Analyst,India,Senior,PhD,2027,17776.74,0.27,Security,96,8018,1,Medium,Low Risk,9.785646140175858,Low Risk,Low Demand,3,2.216827534605313,12977.0202,Cybersecurity
ML Engineer,India,Mid,PhD,2034,17090.66,0.34,Python,73,44602,1,Medium,Medium Risk,9.746287394439422,Medium Risk,High Demand,2,0.38317288074793177,11279.835599999999,Data & AI
ML Engineer,USA,Mid,Master,2027,62756.15,0.27,Python,65,26346,2,High,Low Risk,11.04701186015969,Low Risk,Medium Demand,2,2.381908756215129,45811.9895,Data & AI
Data Scientist,UK,Senior,PhD,2028,58661.07,0.38,Python,61,25846,2,High,Medium Risk,10.979531583074253,Medium Risk,Medium Demand,3,2.269550431384687,36369.8634,Data & AI
ML Engineer,India,Mid,Master,2034,17481.27,0.34,Python,91,6972,1,Medium,Medium Risk,9.768885301032562,Medium Risk,Low Demand,2,2.5069941201778287,11537.6382,Data & AI
Product Manager,Canada,Senior,Bachelor,2033,63274.34,0.48,Strategy,93,38873,2,High,Medium Risk,11.055235154699107,Medium Risk,High Demand,3,1.6276776251479137,32902.6568,Business & Analytics
Product Manager,Australia,Senior,Bachelor,2021,49992.47,0.36,Strategy,82,20298,2,High,Medium Risk,10.819627673068965,Medium Risk,Medium Demand,3,2.462804571653776,31995.180800000002,Business & Analytics
Cloud Engineer,Canada,Senior,Master,2027,64021.42,0.37,AWS,96,47904,2,High,Medium Risk,11.066972993846441,Medium Risk,High Demand,3,1.336424590335038,40333.4946,Cloud & DevOps
DevOps Engineer,Canada,Mid,PhD,2030,42238.92,0.35,Docker,96,3599,2,High,Medium Risk,10.651097349871453,Medium Risk,Low Demand,2,11.733033333333333,27455.298,Cloud & DevOps
Business Analyst,Canada,Entry,Master,2028,16599.51,0.78,Excel,97,39241,1,Medium,High Risk,9.71712845583668,High Risk,High Demand,1,0.42300366953774016,3651.8921999999993,Business & Analytics
Data Analyst,Germany,Entry,Bachelor,2023,11905.23,0.63,SQL,68,33580,0,Medium,High Risk,9.38473307834795,High Risk,High Demand,1,0.3545227956284804,4404.9351,Data & AI
DevOps Engineer,India,Entry,PhD,2023,8914.77,0.28,Docker,85,19915,1,Low,Low Risk,9.09546473074963,Low Risk,Medium Demand,1,0.44761849769029927,6418.6344,Cloud & DevOps
Product Manager,India,Entry,Master,2021,9206.44,0.36,Strategy,75,38631,1,Low,Medium Risk,9.127658518151405,Medium Risk,High Demand,1,0.23831124456409195,5892.1216,Business & Analytics
Product Manager,Canada,Senior,Bachelor,2034,73914.93,0.49,Strategy,80,36614,2,High,Medium Risk,11.210670116300987,Medium Risk,High Demand,3,2.0187062679229824,37696.614299999994,Business & Analytics
Data Scientist,India,Entry,Master,2015,6377.07,0.25,Python,90,46063,1,Low,Low Risk,8.760464023203435,Low Risk,High Demand,1,0.1384393452587704,4782.8025,Data & AI
Data Analyst,USA,Entry,Master,2024,20187.47,0.64,SQL,66,12782,0,High,High Risk,9.912817393895796,High Risk,Medium Demand,1,1.5792435265587108,7267.4892,Data & AI
Data Analyst,Australia,Senior,PhD,2029,31233.79,0.69,SQL,76,37490,1,High,High Risk,10.349255800582787,High Risk,High Demand,3,0.8331010109092849,9682.474900000001,Data & AI
AI Researcher,India,Senior,PhD,2017,19936.2,0.07,Deep Learning,70,48656,2,Medium,Low Risk,9.900292453639587,Low Risk,High Demand,3,0.4097293297983846,18540.666,Data & AI
Cybersecurity Analyst,Australia,Senior,PhD,2022,38012.82,0.22,Security,61,36011,2,High,Low Risk,10.545678750233646,Low Risk,High Demand,3,1.0555598133955348,29649.9996,Cybersecurity
Data Analyst,Germany,Senior,PhD,2017,22276.41,0.57,SQL,92,49970,1,High,Medium Risk,10.011283549998971,Medium Risk,High Demand,3,0.4457867563186648,9578.856300000001,Data & AI
Software Engineer,Germany,Entry,Bachelor,2021,18478.58,0.41,Java,64,24508,1,Medium,Medium Risk,9.824367502416505,Medium Risk,Medium Demand,1,0.7539507935860297,10902.362200000003,Software Engineering
DevOps Engineer,Canada,Mid,Master,2019,32322.67,0.24,Docker,96,16611,2,High,Low Risk,10.383524120609037,Low Risk,Medium Demand,2,1.9457422345292559,24565.229199999998,Cloud & DevOps
DevOps Engineer,UK,Entry,Bachelor,2033,34082.8,0.38,Docker,81,9680,1,High,Medium Risk,10.436548137192748,Medium Risk,Low Demand,1,3.5205867162483218,21131.336000000003,Cloud & DevOps
Product Manager,Canada,Mid,PhD,2025,38839.14,0.4,Strategy,62,18499,1,High,Medium Risk,10.567183780038597,Medium Risk,Medium Demand,2,2.099412972972973,23303.484,Business & Analytics
AI Researcher,Germany,Entry,PhD,2019,27143.13,0.09,Deep Learning,70,19260,2,High,Low Risk,10.20887925466836,Low Risk,Medium Demand,1,1.409227454441618,24700.248300000003,Data & AI
Cybersecurity Analyst,USA,Mid,PhD,2035,47825.57,0.35,Security,66,31480,2,High,Medium Risk,10.775315712690121,Medium Risk,High Demand,2,1.5191883993519901,31086.6205,Cybersecurity
ML Engineer,USA,Senior,Bachelor,2022,69521.44,0.22,Python,92,10546,2,High,Low Risk,11.149390473188504,Low Risk,Medium Demand,3,6.591584336778231,54226.7232,Data & AI
Cloud Engineer,India,Entry,PhD,2030,10386.04,0.4,AWS,93,49776,1,Medium,Medium Risk,9.248217875735188,Medium Risk,High Demand,1,0.20865138517789342,6231.624000000001,Cloud & DevOps
AI Researcher,UK,Senior,Bachelor,2034,81255.28,0.24,Deep Learning,96,9989,2,High,Low Risk,11.30535108269596,Low Risk,Low Demand,3,8.133661661661662,61754.0128,Data & AI
Cybersecurity Analyst,Canada,Senior,Master,2019,35844.11,0.19,Security,96,14102,2,High,Low Risk,10.486934536853324,Low Risk,Medium Demand,3,2.5415946961639366,29033.729100000004,Cybersecurity
Product Manager,Canada,Entry,PhD,2026,28383.58,0.41,Strategy,73,49381,1,High,Medium Risk,10.253566087931057,Medium Risk,High Demand,1,0.5747758292495242,16746.312200000004,Business & Analytics
AI Researcher,Canada,Entry,Bachelor,2017,24000.62,0.07,Deep Learning,65,1719,1,High,Low Risk,10.085834942329742,Low Risk,Low Demand,1,13.953848837209302,22320.576599999997,Data & AI
Business Analyst,Australia,Mid,Bachelor,2035,30393.86,0.85,Excel,95,2069,0,High,High Risk,10.321995893310671,High Risk,Low Demand,2,14.683024154589372,4559.079000000001,Business & Analytics
Data Analyst,UK,Senior,Master,2028,36811.13,0.68,SQL,67,38655,1,High,High Risk,10.51355552408173,High Risk,High Demand,3,0.9522746792218543,11779.561599999997,Data & AI
Data Scientist,Canada,Mid,PhD,2025,34240.43,0.35,Python,91,31720,2,High,Medium Risk,10.441162388588037,Medium Risk,High Demand,2,1.0794246713533622,22256.2795,Data & AI
Business Analyst,India,Senior,PhD,2035,18373.69,0.85,Excel,68,49702,0,Medium,High Risk,9.818675029022598,High Risk,High Demand,3,0.3696696376476269,2756.0535,Business & Analytics
Cybersecurity Analyst,USA,Mid,Bachelor,2024,41437.28,0.24,Security,69,12697,2,High,Low Risk,10.631936237713521,Low Risk,Medium Demand,2,3.2632918569853517,31492.3328,Cybersecurity
Business Analyst,Germany,Entry,PhD,2020,13925.79,0.7,Excel,82,23789,0,Medium,High Risk,9.541497795681769,High Risk,Medium Demand,1,0.5853631778058008,4177.737000000001,Business & Analytics
Cloud Engineer,India,Entry,PhD,2021,8907.4,0.31,AWS,83,48316,1,Low,Medium Risk,9.094637670922447,Medium Risk,High Demand,1,0.18435333319535566,6146.105999999999,Cloud & DevOps
Business Analyst,Australia,Senior,Master,2027,41244.34,0.77,Excel,90,7073,1,High,High Risk,10.627269170227171,High Risk,Low Demand,3,5.830412779191405,9486.198199999999,Business & Analytics
Data Scientist,USA,Entry,Master,2030,37853.1,0.4,Python,89,33695,2,High,Medium Risk,10.541468157757496,Medium Risk,High Demand,1,1.1233707264957264,22711.859999999997,Data & AI
Business Analyst,India,Senior,Bachelor,2017,10348.87,0.67,Excel,71,42890,0,Medium,High Risk,9.24463261398912,High Risk,High Demand,3,0.24128301974773264,3415.1270999999997,Business & Analytics
Business Analyst,Germany,Entry,Bachelor,2028,18353.21,0.78,Excel,99,30272,1,Medium,High Risk,9.817559770064028,High Risk,High Demand,1,0.6062567304198461,4037.706199999999,Business & Analytics
Data Scientist,Canada,Senior,Bachelor,2016,39459.08,0.26,Python,75,22179,2,High,Low Risk,10.5830194645557,Low Risk,Medium Demand,3,1.779038773669973,29199.7192,Data & AI
ML Engineer,Australia,Mid,PhD,2033,53725.89,0.33,Python,88,17110,2,High,Medium Risk,10.891650287218077,Medium Risk,Medium Demand,2,3.139845128864473,35996.3463,Data & AI
Product Manager,Australia,Entry,PhD,2021,24837.33,0.36,Strategy,81,40038,1,High,Medium Risk,10.12010304234747,Medium Risk,High Demand,1,0.6203284297809636,15895.891200000002,Business & Analytics
DevOps Engineer,UK,Entry,Bachelor,2029,32061.45,0.34,Docker,91,6088,1,High,Medium Risk,10.375409652838869,Medium Risk,Low Demand,1,5.265470520610938,21160.556999999997,Cloud & DevOps
Data Analyst,India,Mid,PhD,2020,6404.16,0.6,SQL,77,3321,0,Low,High Risk,8.76470305818926,High Risk,Low Demand,2,1.9278025285972304,2561.664,Data & AI
Cybersecurity Analyst,Germany,Mid,Master,2024,26890.04,0.24,Security,73,42098,2,High,Low Risk,10.199511236803641,Low Risk,High Demand,2,0.6387334616024134,20436.4304,Cybersecurity
DevOps Engineer,Canada,Entry,Master,2030,28486.81,0.35,Docker,81,26059,1,High,Medium Risk,10.257196452110977,Medium Risk,Medium Demand,1,1.093123944742901,18516.4265,Cloud & DevOps
AI Researcher,USA,Mid,PhD,2032,66711.76,0.22,Deep Learning,91,39157,2,High,Low Risk,11.108136528206687,Low Risk,High Demand,2,1.7036559579140915,52035.1728,Data & AI
AI Researcher,India,Entry,Master,2017,9030.14,0.07,Deep Learning,88,4205,1,Low,Low Risk,9.108323150166816,Low Risk,Low Demand,1,2.1469662387066095,8398.0302,Data & AI
Data Analyst,Australia,Mid,Master,2025,19331.81,0.65,SQL,63,15986,0,Medium,High Risk,9.869507204652658,High Risk,Medium Demand,2,1.2092206167511104,6766.1335,Data & AI
Data Scientist,Canada,Entry,Master,2035,32001.45,0.45,Python,69,7518,1,High,Medium Risk,10.373536493255283,Medium Risk,Low Demand,1,4.256077935895731,17600.7975,Data & AI
Data Analyst,Australia,Senior,Master,2017,26044.96,0.57,SQL,94,5302,1,High,Medium Risk,10.167579554374695,Medium Risk,Low Demand,3,4.91136337921931,11199.3328,Data & AI
Business Analyst,Australia,Entry,PhD,2020,16233.96,0.7,Excel,80,15656,0,Medium,High Risk,9.694860623353566,High Risk,Medium Demand,1,1.0368499712588617,4870.188,Business & Analytics
DevOps Engineer,Canada,Mid,Bachelor,2023,33151.53,0.28,Docker,89,19656,2,High,Low Risk,10.408844148395106,Low Risk,Medium Demand,2,1.6864999745637685,23869.101599999998,Cloud & DevOps
Cloud Engineer,UK,Entry,Master,2016,21112.23,0.26,AWS,75,43974,1,High,Low Risk,9.957607772401953,Low Risk,High Demand,1,0.48009619101762363,15623.0502,Cloud & DevOps
Product Manager,USA,Senior,Master,2031,85649.23,0.46,Strategy,90,17447,2,High,Medium Risk,11.358015513635964,Medium Risk,Medium Demand,3,4.908827945896378,46250.5842,Business & Analytics
Data Analyst,Germany,Mid,PhD,2017,15933.61,0.57,SQL,82,35501,1,Medium,Medium Risk,9.676185993677421,Medium Risk,High Demand,2,0.4488087995042533,6851.452300000001,Data & AI
Data Scientist,Germany,Mid,Master,2023,33878.17,0.33,Python,66,43231,1,High,Medium Risk,10.430526133139523,Medium Risk,High Demand,2,0.7836364267209474,22698.373899999995,Data & AI
Product Manager,UK,Senior,Master,2022,58701.44,0.37,Strategy,70,22601,2,High,Medium Risk,10.980219537031479,Medium Risk,Medium Demand,3,2.597179010707017,36981.9072,Business & Analytics
Product Manager,Australia,Entry,Master,2016,23898.94,0.31,Strategy,86,7028,1,High,Medium Risk,10.081589385471611,Medium Risk,Low Demand,1,3.4000483710342864,16490.2686,Business & Analytics
Business Analyst,UK,Entry,Bachelor,2024,18391.95,0.74,Excel,88,7306,0,Medium,High Risk,9.81966834786603,High Risk,Low Demand,1,2.517031613521281,4781.907,Business & Analytics
Data Analyst,Canada,Entry,Bachelor,2024,13442.36,0.64,SQL,90,25908,1,Medium,High Risk,9.506166193900196,High Risk,Medium Demand,1,0.5188297502798256,4839.2496,Data & AI
Cloud Engineer,Germany,Entry,PhD,2023,25725.82,0.33,AWS,61,49544,1,High,Medium Risk,10.15525043580162,Medium Risk,High Demand,1,0.5192414976284186,17236.299399999996,Cloud & DevOps
Data Analyst,India,Senior,PhD,2032,12384.85,0.72,SQL,99,25552,1,Medium,High Risk,9.424229230425006,High Risk,Medium Demand,3,0.48467303252064337,3467.7580000000003,Data & AI
ML Engineer,India,Entry,PhD,2015,9037.18,0.15,Python,87,10934,1,Low,Low Risk,9.109102457818011,Low Risk,Medium Demand,1,0.8264453589391861,7681.603,Data & AI
Software Engineer,Canada,Mid,Master,2020,25245.61,0.4,Java,72,42556,1,High,Medium Risk,10.136407558201725,Medium Risk,High Demand,2,0.5932187419225979,15147.366,Software Engineering
Data Analyst,India,Senior,Master,2032,13868.96,0.72,SQL,72,44558,0,Medium,High Risk,9.537408528522102,High Risk,High Demand,3,0.31124935478803384,3883.3088000000002,Data & AI
DevOps Engineer,UK,Senior,Master,2035,75692.48,0.4,Docker,87,25717,2,High,Medium Risk,11.234434094993027,Medium Risk,Medium Demand,3,2.9431713196982656,45415.488,Cloud & DevOps
Data Analyst,Australia,Mid,PhD,2032,25694.07,0.72,SQL,93,2135,0,High,High Risk,10.154015504959293,High Risk,Low Demand,2,12.029058988764044,7194.3396,Data & AI
Data Analyst,India,Mid,Master,2020,7427.49,0.6,SQL,67,7548,0,Low,High Risk,8.912943260987825,High Risk,Low Demand,2,0.9839038283216319,2970.996,Data & AI
Product Manager,Australia,Mid,Bachelor,2027,45447.88,0.42,Strategy,85,28215,2,High,Medium Risk,10.724321453853262,Medium Risk,Medium Demand,2,1.610713070598242,26359.7704,Business & Analytics
Cybersecurity Analyst,Australia,Mid,PhD,2034,35411.77,0.34,Security,64,38279,1,High,Medium Risk,10.474799529736393,Medium Risk,High Demand,2,0.9250723615464994,23371.768199999995,Cybersecurity
Software Engineer,India,Senior,Bachelor,2025,19131.92,0.45,Java,68,12413,1,Medium,Medium Risk,9.859113423315383,Medium Risk,Medium Demand,3,1.5411567584984693,10522.556,Software Engineering
AI Researcher,India,Entry,Bachelor,2021,10408.11,0.11,Deep Learning,99,33036,2,Medium,Low Risk,9.250340588929728,Low Risk,High Demand,1,0.3150440415291946,9263.217900000001,Data & AI
Product Manager,UK,Mid,Master,2015,29167.41,0.3,Strategy,79,11558,1,High,Medium Risk,10.280807269067127,Medium Risk,Medium Demand,2,2.523350635868155,20417.186999999998,Business & Analytics
DevOps Engineer,Canada,Entry,Master,2030,26142.0,0.35,Docker,85,27248,1,High,Medium Risk,10.171298495345496,Medium Risk,Medium Demand,1,0.9593746559506771,16992.3,Cloud & DevOps
Data Analyst,Canada,Senior,PhD,2032,37376.34,0.72,SQL,79,11220,1,High,High Risk,10.528793162893098,High Risk,Medium Demand,3,3.3309277248017106,10465.3752,Data & AI
